x,Curve1
"-0,90149","518,97"
"-0,69793","529,05"
"-0,49945","539,12"
"-0,30025","629,33"
"-0,09887","579,62"
"0,10178","634,77"
"0,3028","694,93"
"0,50236","705,01"
"0,70156","734,8"
"0,90185","749,89"
