x,Curve1
"-0,89968","125,46"
"-0,70068","104,5"
"-0,50071","116,21"
"-0,29719","143,08"
"-0,09632","124,45"
"0,10318","150,16"
"0,30381","118,69"
"0,50185","164,09"
"0,70462","150,27"
"0,90298","173,57"
