x,Curve1
"-0,89907","106,25"
"-0,70018","101,22"
"-0,4983","117,6"
"-0,29858","141,92"
"-0,09918","176,59"
"0,10045","174,61"
"0,30032","136,99"
"0,50026","122,87"
"0,70021","106,66"
"0,90012","83,27"
