x,Curve1
"-0,89915","84,9"
"-0,70025","79,87"
"-0,49947","95,24"
"-0,30084","117,59"
"-0,09855","149,21"
"0,09963","147,17"
"0,2995","112,66"
"0,50054","99,62"
"0,70013","85,31"
"0,90041",63
