x,Curve1
"-0,89889","148,79"
"-0,70029","125,5"
"-0,49703","138,37"
"-0,2989","168,74"
"-0,09771","147,78"
"0,10219","175,82"
"0,30349","140,86"
"0,50378","189,97"
"0,70473","175,94"
"0,90566","200,55"
