x,Curve1
"-0,9004","569,36"
"-0,69902","583,19"
"-0,50091","591,71"
"-0,29989","679,09"
"-0,09924","630,02"
"0,10178","687,67"
"0,30171","748,45"
"0,50127","758,84"
"0,70156","785,82"
"0,90222","802,47"
