x,Curve1
"-0,90105","894,16"
"-0,70067","830,86"
"-0,49995","857,57"
"-0,3003","815,36"
"-0,09995","857,57"
"0,10078","841,74"
"0,30153","804,48"
"0,49972","767,56"
"0,70155","746,13"
"0,90154","762,61"
